IDENTIFICACAO_CONTRATO;TITULO_PROJETO;CHAMADA_PUBLICA;ANO_CHAMADA_PUBLICA;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;CNPJ_PRODUTORA;RAZAO_SOCIAL_PRODUTORA;CNPJ_DISTRIBUIDORA_PROGRAMADORA;RAZAO_SOCIAL_DISTRIBUIDORA_PROGRAMADORA;DT_PUBLICACAO_CONTRATO_DOU;VL_CONTRATO_DOU;DT_PRIMEIRO_DESEMBOLSO;VL_TOTAL_LIBERADO
DG-00.930;NO (SAM)BALANÇO DE ORLANDIVO;SAV/MINC 04;2014;12.772.107/0001-37;NOVELO FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME;12.772.107/0001-37;NOVELO FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME;;;27/10/2016; 416948,40;24/11/2016; 51604,40
DG-00.913;O MORTO MUNDO DE GEORGE;ARRANJOS REGIONAIS;2014;10.855.589/0001-63;CABONG STUDIOS LTDA;10.855.589/0001-63;CABONG STUDIOS LTDA;;;27/10/2016; 54000,00;03/11/2016; 54000,00
DG-00.899;OLHOS DE FOGO;ARRANJOS REGIONAIS;2014;21.624.748/0001-35;BARUC CARVALHO MARTINS FILMES E PRODUCOES - ME;21.624.748/0001-35;BARUC CARVALHO MARTINS FILMES E PRODUCOES - ME;;;27/10/2016; 33333,33;04/05/2017; 33333,33
DG-00.904;PELA FECHADURA;PRODAV 02 - PROJETO DERIVADO;2013;17.713.833/0001-00;DDK DIGITAL LTDA - EPP;17.713.833/0001-00;DDK DIGITAL LTDA - EPP;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;27/10/2016; 555553,02;28/11/2016; 555553,02
DG-00.896;SIMPLES PRAZERES;PRODAV 01;2013;07.614.651/0001-10;ANITRA PRODUÇÃO DE FILMES CINEMATOGRÁFICOS LTDA;07.614.651/0001-10;ANITRA PRODUÇÃO DE FILMES CINEMATOGRÁFICOS LTDA;;;27/10/2016; 479066,00;01/12/2016; 479066,00
DG-00.964;TAXITRAMAS;PRODAV 02 - PROJETO DERIVADO;2013;01.541.247/0001-88;CUBO FILMES PRODUÇÕES E EVENTOS LTDA - ME;01.541.247/0001-88;CUBO FILMES PRODUÇÕES E EVENTOS LTDA - ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;27/10/2016; 599570,00;01/12/2016; 599570,00
DG-00.978;TURMA 5B;PRODAV 02 - PROJETO DERIVADO;2013;90.130.634/0001-51;INVÍDEO PRODUÇÕES CINEMATOGRÁFICAS LTDA.;90.130.634/0001-51;INVÍDEO PRODUÇÕES CINEMATOGRÁFICAS LTDA.;87.809.992/0001-80;FUNDACAO PIRATINI;27/10/2016; 650000,00;08/11/2016; 650000,00
DG-00.915;#GAROTAS;PRODECINE 03;2013;05.270.790/0001-49;ACCORDE FILMES LTDA.;05.270.790/0001-49;ACCORDE FILMES LTDA.;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;03/11/2016; 200000,00;08/05/2017; 200000,00
DG-00.993;A SUPERFÍCIE DA SOMBRA;PRODECINE 01;2015;05.270.790/0001-49;ACCORDE FILMES LTDA.;05.270.790/0001-49;ACCORDE FILMES LTDA.;04.980.287/0001-14;PANDA FILMES LTDA;03/11/2016; 700000,00;22/11/2016; 700000,00
DG-00.948;ALTAS EXPECTATIVAS;PRODECINE 04;2013;12.375.637/0001-41;DOIS MOLEQUES PRODUÇÕES LTDA;12.375.637/0001-41;DOIS MOLEQUES PRODUÇÕES LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;03/11/2016; 852800,00;28/11/2016; 852800,00
DG-00.862;APERTE START, WOLFGANG;ARRANJOS REGIONAIS;2014;08.378.645/0001-74;SPIRIT ENTRETENIMENTO LTDA;08.378.645/0001-74;SPIRIT ENTRETENIMENTO LTDA;;;03/11/2016; 54000,00;28/11/2016; 54000,00
DG-00.941;ATÉ QUE A SORTE NOS SEPARE 3;PRODAV 06;2014;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;03/11/2016; 900000,00;14/11/2016; 900000,00
DG-00.942;ATÉ QUE A SORTE NOS SEPARE 3;ARRANJOS REGIONAIS;2014;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;03/11/2016; 629834,13;14/11/2016; 629834,13
DG-00.943;ATÉ QUE A SORTE NOS SEPARE 3;ARRANJOS REGIONAIS;2014;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;03/11/2016; 200320,36;22/11/2016; 200320,36
DG-00.973;CHÃO;SAV/MINC 04;2014;13.486.716/0001-92;TROTOAR - PRODUCAO DE SERVICOS AUDIOVISUAIS LTDA ME;13.486.716/0001-92;TROTOAR - PRODUCAO DE SERVICOS AUDIOVISUAIS LTDA ME;;;03/11/2016; 512631,13;14/11/2016; 512631,13
DG-00.958;CHUVA É CANTORIA NA ALDEIA DOS MORTOS;SAV/MINC 04;2014;16.957.757/0001-08;ENTRE FILMES PRODUCOES LTDA - ME;16.957.757/0001-08;ENTRE FILMES PRODUCOES LTDA - ME;;;03/11/2016; 997550,00;14/11/2016; 997550,00
DG-00.902;DE SHOW A SHOW COM YAMANDU COSTA;PRODAV 02 - PROJETO DERIVADO;2013;10.613.589/0001-57;CAFÉ MAESTRO ESTÚDIO MUSICAL LTDA. ME;10.613.589/0001-57;CAFÉ MAESTRO ESTÚDIO MUSICAL LTDA. ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;03/11/2016; 96120,00;24/11/2016; 96120,00
DG-00.963;DOIS MOLEQUES COMÍDIAS;PRODAV 03;2015;12.375.637/0001-41;DOIS MOLEQUES PRODUÇÕES LTDA;12.375.637/0001-41;DOIS MOLEQUES PRODUÇÕES LTDA;;;03/11/2016; 995000,00;16/11/2016; 995000,00
DG-00.957;EU, NIRVANA ;SAV/MINC 03;2014;13.931.232/0001-05;VISAGEM SERVICO DE PRODUCAO DE VIDEO LTDA - ME;13.931.232/0001-05;VISAGEM SERVICO DE PRODUCAO DE VIDEO LTDA - ME;13.931.232/0001-05;VISAGEM SERVICO DE PRODUCAO DE VIDEO LTDA - ME;03/11/2016; 1500000,00;14/11/2016; 1500000,00
DG-00.955;IBIÚNA;PRODAV 01;2013;27.651.181/0001-72;CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.;27.651.181/0001-72;CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.;;;03/11/2016; 399873,00;14/11/2016; 399873,00
DG-00.839;JOE & JOY ;ARRANJOS REGIONAIS;2014;08.378.645/0001-74;SPIRIT ENTRETENIMENTO LTDA;08.378.645/0001-74;SPIRIT ENTRETENIMENTO LTDA;;;03/11/2016; 54000,00;28/11/2016; 54000,00
DG-00.890;JOVENS DE CORAÇÃO;ARRANJOS REGIONAIS;2014;05.930.707/0001-10;PROCESSO MULTIARTES EIRELI;05.930.707/0001-10;PROCESSO MULTIARTES EIRELI;;;03/11/2016; 54000,00;16/11/2016; 54000,00
DG-00.944;MULHERES;PRODAV 06;2014;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;03/11/2016; 500000,00;14/11/2016; 500000,00
DG-00.933;NECRÓPOLES;PRODAV 02 - PROJETO DERIVADO;2013;09.291.317/0001-07;LOCKHEART FILMES LTDA.;09.291.317/0001-07;LOCKHEART FILMES LTDA.;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;03/11/2016; 550000,00;17/03/2017; 550000,00
DG-00.980;NÚCLEO CRIATIVO DE PROJETOS INTERNACIONAIS;PRODAV 03;2015;20.647.526/0001-75;DÉDALO PRODUÇÕES ARTÍSTICAS LTDA. ME;20.647.526/0001-75;DÉDALO PRODUÇÕES ARTÍSTICAS LTDA. ME;;;03/11/2016; 1000000,00;12/12/2016; 1000000,00
DG-00.970;O BANQUETE;PRODECINE 04;2013;05.919.250/0001-43;CISMA PRODUÇÕES CINEMATOGRÁFICAS, EVENTOS E TEATRO LTDA;05.919.250/0001-43;CISMA PRODUÇÕES CINEMATOGRÁFICAS, EVENTOS E TEATRO LTDA;08.346.733/0001-94;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;03/11/2016; 347635,00;14/11/2016; 347635,00
DG-00.869;O CLUBE DOS ANJOS;PRODECINE 01;2014;10.441.993/0001-90;SOBRETUDO PRODUÇÃO AUDIOVISUAL E ARTÍSTICA LTDA.;10.441.993/0001-90;SOBRETUDO PRODUÇÃO AUDIOVISUAL E ARTÍSTICA LTDA.;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;03/11/2016; 1500000,00;27/12/2017; 1500000,00
DG-00.977;O DESPERTAR DE SOLOMON;ARRANJOS REGIONAIS;2014;80.026.826/0001-69;ANDRE LUIZ DE SOUZA FARIA;80.026.826/0001-69;ANDRE LUIZ DE SOUZA FARIA;;;03/11/2016; 172140,00;14/11/2016; 172140,00
DG-00.924;OFF-GRID - (DES)REGRADOS;ARRANJOS REGIONAIS;2014;05.930.707/0001-10;PROCESSO MULTIARTES EIRELI;05.930.707/0001-10;PROCESSO MULTIARTES EIRELI;;;03/11/2016; 30000,00;16/11/2016; 30000,00
DG-00.966;ONDE QUER QUE VOCÊ ESTEJA;ARRANJOS REGIONAIS;2014;04.315.795/0001-88;MACONDO FILMES S/C LTDA;04.315.795/0001-88;MACONDO FILMES S/C LTDA;12.126.484/0001-07;BOULEVARD FILMES LTDA;03/11/2016; 150000,00;24/11/2016; 150000,00
DG-00.952;ONTEM HAVIA COISAS ESTRANHAS NO CÉU;ARRANJOS REGIONAIS;2014;11.000.556/0001-02;SANCHO FILMES LTDA ME.;11.000.556/0001-02;SANCHO FILMES LTDA ME.;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;03/11/2016; 100000,00;14/11/2016; 100000,00
DG-00.953;ONTEM HAVIA COISAS ESTRANHAS NO CÉU;PRODAV 06;2014;11.000.556/0001-02;SANCHO FILMES LTDA ME.;11.000.556/0001-02;SANCHO FILMES LTDA ME.;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;03/11/2016; 300000,00;16/11/2016; 300000,00
DG-00.906;ORIGENS;PRODAV 02 - PROJETO DERIVADO;2013;10.613.589/0001-57;CAFÉ MAESTRO ESTÚDIO MUSICAL LTDA. ME;10.613.589/0001-57;CAFÉ MAESTRO ESTÚDIO MUSICAL LTDA. ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;03/11/2016; 78664,52;24/11/2016; 78664,52
DG-00.951;REVOLUÇÃO CERVEJEIRA;ARRANJOS REGIONAIS;2014;10.648.306/0001-02;CAMINHO COMUNICAÇÃO LIMITADA;10.648.306/0001-02;CAMINHO COMUNICAÇÃO LIMITADA;;;03/11/2016; 29874,00;16/11/2016; 29874,00
DG-00.969;TABUH!;ARRANJOS REGIONAIS;2014;07.718.282/0001-06;DOC FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME;07.718.282/0001-06;DOC FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME;;;03/11/2016; 399967,33;14/11/2016; 399967,33
DG-00.976;TAQUARAS, TAMBORES E VIOLAS - 2ª TEMPORADA;PRODAV 01;2013;12.106.692/0001-36;LABORATÓRIO CISCO EDUCAÇÃO E IMAGEM LTDA ME;12.106.692/0001-36;LABORATÓRIO CISCO EDUCAÇÃO E IMAGEM LTDA ME;;;03/11/2016; 615269,00;14/11/2016; 615269,00
DG-00.920;TEMPORADA;ARRANJOS REGIONAIS;2014;17.456.554/0001-09;FILMES DE PLASTICO PRODUCOES AUDIOVISUAIS LTDA - ME;17.456.554/0001-09;FILMES DE PLASTICO PRODUCOES AUDIOVISUAIS LTDA - ME;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;03/11/2016; 450000,00;28/11/2016; 450000,00
DG-00.974;A TERRA NEGRA DOS KAWA;SAV/MINC 03;2014;04.302.591/0001-02;SERGIO J. DE ANDRADE;04.302.591/0001-02;SERGIO J. DE ANDRADE;04.302.591/0001-02;SERGIO J. DE ANDRADE;10/11/2016; 1405704,61;01/12/2016; 1405704,61
DG-00.979;BEIÇO DE ESTRADA;ARRANJOS REGIONAIS;2014;03.576.269/0001-09;CYCLOPEA PRODUÇÕES E EVENTOS LTDA;03.576.269/0001-09;CYCLOPEA PRODUÇÕES E EVENTOS LTDA;15.263.576/0001-19;LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME;10/11/2016; 500000,00;22/11/2016; 500000,00
DG-00.950;FORMIGAS;PRODAV 02 - PROJETO DERIVADO;2013;01.106.959/0001-79;GUSTAVO SPOLIDORO;01.106.959/0001-79;GUSTAVO SPOLIDORO;87.809.992/0001-80;FUNDACAO PIRATINI;10/11/2016; 671998,39;08/12/2016; 671998,39
DG-00.927;LINCOLN OLIVETTI, O MAGO DO POP;PRODAV 02 - PROJETO DERIVADO;2013;09.505.106/0001-11;ARISSAS MULTIMIDIA LTDA;09.505.106/0001-11;ARISSAS MULTIMIDIA LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;10/11/2016; 289316,50;15/02/2017; 289316,50
DG-00.909;NO FIM DE TUDO;ARRANJOS REGIONAIS;2014;18.927.487/0001-18;MRW PRODUÇÕES E EVENTOS LTDA;18.927.487/0001-18;MRW PRODUÇÕES E EVENTOS LTDA;;;10/11/2016; 33334,00;28/11/2016; 33334,00
DG-00.954;OS SAMBAS;PRODAV 02 - PROJETO DERIVADO;2013;00.086.803/0001-00;INOVA PRODUÇÕES ARTÍSTICAS LTDA;00.086.803/0001-00;INOVA PRODUÇÕES ARTÍSTICAS LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;10/11/2016; 300000,00;12/12/2016; 300000,00
DG-00.945;PROIBIDO PARA MAIORES;PRODAV 02 - PROJETO DERIVADO;2013;12.667.775/0001-02;ATAMA FILMES PRODUTORA AUDIOVISUAL LTDA ME;12.667.775/0001-02;ATAMA FILMES PRODUTORA AUDIOVISUAL LTDA ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;10/11/2016; 568685,00;25/11/2016; 568685,00
DG-00.935;PROPRIEDADE PRIVADA;SAV/MINC 03;2014;09.942.024/0001-34;SÍMIO FILMES LTDA;09.942.024/0001-34;SÍMIO FILMES LTDA;09.942.024/0001-34;SÍMIO FILMES LTDA;10/11/2016; 1257284,05;28/11/2016; 1257284,05
DG-00.940;TEMPO SOBRE TELA ;PRODECINE 05;2014;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;10/11/2016; 548723,00;14/12/2016; 548723,00
DG-00.939;TRÊS VERÕES ;SAV/MINC 03;2014;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;10/11/2016; 1200000,00;28/11/2016; 1200000,00
DG-01.011;A LEI DE OURO;PRODAV 04;2014;15.347.855/0001-60;CARLOS ANTONIO ALMEIDA MIGUELISTA;15.347.855/0001-60;CARLOS ANTONIO ALMEIDA MIGUELISTA;;;22/11/2016; 120000,00;27/12/2016; 120000,00
DG-01.013;A SOMBRA DO CÃO;PRODAV 04;2014;14.314.242/0001-64;FILMES DA GAROA PRODUÇÕES LTDA;14.314.242/0001-64;FILMES DA GAROA PRODUÇÕES LTDA;;;22/11/2016; 70000,00;27/12/2016; 70000,00
DG-00.960;ALEMÃO II;PRODECINE 01;2014;05.387.293/0001-25;CAMISA TREZE CULTURAL LTDA;05.387.293/0001-25;CAMISA TREZE CULTURAL LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;22/11/2016; 1800000,00;20/11/2018; 1800000,00
DG-01.028;CARTÓRIO DAS ALMAS;PRODAV 04;2014;14.676.949/0001-10;LUMIÔ FILMES LTDA - ME;14.676.949/0001-10;LUMIÔ FILMES LTDA - ME;;;22/11/2016; 70000,00;27/12/2016; 70000,00
DG-00.949;CASALTOPIA;ARRANJOS REGIONAIS;2014;07.567.854/0001-01;OGER SEPOL PRODUÇÃO E COMÉRCIO AUDIOVISUAL LTDA;07.567.854/0001-01;OGER SEPOL PRODUÇÃO E COMÉRCIO AUDIOVISUAL LTDA;;;22/11/2016; 53995,00;13/12/2016; 53995,00
DG-00.988;CINCO CASAS;PRODAV 04;2014;08.112.710/0001-15;BESOURO FILMES LTDA.;08.112.710/0001-15;BESOURO FILMES LTDA.;;;22/11/2016; 40000,00;09/01/2017; 40000,00
DG-00.898;CLANDESTINO;ARRANJOS REGIONAIS;2014;15.667.476/0001-58;LAMPARINA ANIMACAO E PRODUCAO DE VIDEOS LTDA ME;15.667.476/0001-58;LAMPARINA ANIMACAO E PRODUCAO DE VIDEOS LTDA ME;;;22/11/2016; 33333,33;22/12/2016; 33333,33
DG-00.997;CONSTRUINDO O BRASIL;PRODAV 04;2014;01.230.968/0001-77;BANG BANG FILMES PRODUÇÕES EIRELI;01.230.968/0001-77;BANG BANG FILMES PRODUÇÕES EIRELI;;;22/11/2016; 40000,00;27/12/2016; 40000,00
DG-00.962;CORPO ESTRANHO;PRODAV 03;2015;02.908.530/0001-68;AROMA FILMES LTDA ME.;02.908.530/0001-68;AROMA FILMES LTDA ME.;;;22/11/2016; 1000000,00;06/02/2017; 1000000,00
DG-01.032;DOG MEAL;PRODAV 04;2014;00.830.735/0001-42;ORIGEM COMUNICAÇÃO LTDA.;00.830.735/0001-42;ORIGEM COMUNICAÇÃO LTDA.;;;22/11/2016; 70000,00;29/12/2016; 70000,00
DG-01.035;FAMÍLIA FIGUEIRA;PRODAV 04;2014;13.102.907/0001-03;SIMONIA DOS SANTOS QUEIROZ EIRELI - ME;13.102.907/0001-03;SIMONIA DOS SANTOS QUEIROZ EIRELI - ME;;;22/11/2016; 120000,00;29/12/2016; 120000,00
DG-00.986;GAROTONEON;SAV/MINC 03;2014;13.516.637/0001-87;AVANTE FILMES LTDA.;13.516.637/0001-87;AVANTE FILMES LTDA.;13.516.637/0001-87;AVANTE FILMES LTDA.;22/11/2016; 999820,00;13/12/2016; 999820,00
DG-01.017;INARA;PRODAV 04;2014;04.399.431/0001-23;ROBERTA DE PAULA MARQUES;04.399.431/0001-23;ROBERTA DE PAULA MARQUES;;;22/11/2016; 120000,00;27/12/2016; 120000,00
DG-01.053;MÁFIA DO FORRÓ;PRODAV 04;2014;21.466.571/0001-96;FRONTEIRA NORTE PRODUCOES LTDA. - ME;21.466.571/0001-96;FRONTEIRA NORTE PRODUCOES LTDA. - ME;;;22/11/2016; 120000,00;27/12/2016; 120000,00
DG-01.116;NÚCLEO CRIATIVO FILMES DE ABRIL;PRODAV 03;2015;07.372.049/0001-14;FILMES DE ABRIL PRODUÇÕES AUDIOVISUAIS LTDA.;07.372.049/0001-14;FILMES DE ABRIL PRODUÇÕES AUDIOVISUAIS LTDA.;;;22/11/2016; 1000000,00;20/12/2016; 1000000,00
DG-00.991;O BEIJO DE ALICE;ARRANJOS REGIONAIS;2014;04.952.911/0001-70;WG7 AGENCIAMENTO E PRODUÇÕES LTDA. ME;04.952.911/0001-70;WG7 AGENCIAMENTO E PRODUÇÕES LTDA. ME;;;22/11/2016; 183000,00;29/12/2016; 183000,00
DG-01.051;O BEM-AVENTURADO;ARRANJOS REGIONAIS;2014;12.064.131/0001-11;TULIO VIARO FILMES E VIDEOS;12.064.131/0001-11;TULIO VIARO FILMES E VIDEOS;;;22/11/2016; 182550,00;09/01/2017; 182550,00
DG-01.040;O GUARDADOR DE ÁGUAS;PRODAV 04;2014;17.096.738/0001-05;DIADORIM FILMES LTDA-ME;17.096.738/0001-05;DIADORIM FILMES LTDA-ME;;;22/11/2016; 70000,00;27/12/2016; 70000,00
DG-00.956;PANACEIA NÚCLEO CRIATIVO;PRODAV 03;2015;17.942.221/0001-81;PANACEIA PRODUCOES AUDIOVISUAIS LTDE-ME;17.942.221/0001-81;PANACEIA PRODUCOES AUDIOVISUAIS LTDE-ME;;;22/11/2016; 902400,00;13/12/2016; 902400,00
DG-00.996;ROSA AO AVESSO;PRODAV 04;2014;10.615.584/0001-63;3 MOINHOS PRODUÇÕES ARTÍSTICAS EIRELI - ME;10.615.584/0001-63;3 MOINHOS PRODUÇÕES ARTÍSTICAS EIRELI - ME;;;22/11/2016; 70000,00;29/12/2016; 70000,00
DG-00.967;TOTOTÓS: CANOAS DO RIO SERGIPE;ARRANJOS REGIONAIS;2014;06.033.375/0001-34;ESTÚDIO 3 LOCAÇÃO E SERVIÇOS LTDA;06.033.375/0001-34;ESTÚDIO 3 LOCAÇÃO E SERVIÇOS LTDA;;;22/11/2016; 33330,00;13/12/2016; 33330,00
DG-01.052;VELHOESTE;ARRANJOS REGIONAIS;2014;12.709.052/0001-10;LEBEN 108 PRODUTORA DE FILMES LTDA;12.709.052/0001-10;LEBEN 108 PRODUTORA DE FILMES LTDA;12.709.052/0001-10;LEBEN 108 PRODUTORA DE FILMES LTDA;22/11/2016; 450000,00;15/12/2016; 450000,00
DG-01.068;A MOÇA DO CALENDÁRIO;ARRANJOS REGIONAIS;2014;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;28/11/2016; 495000,00;13/12/2016; 495000,00
DG-01.048;AS FLORES DO RECÔNCAVO;PRODAV 04;2014;13.650.474/0001-20;ROSZA FILMES PRODUÇÕES LTDA ME;13.650.474/0001-20;ROSZA FILMES PRODUÇÕES LTDA ME;;;28/11/2016; 70000,00;27/12/2016; 70000,00
DG-01.005;CHÃO DE GIZ;PRODAV 04;2014;19.457.687/0001-17;ESTÚDIO GIZ PRODUÇÕES LTDA. - ME;19.457.687/0001-17;ESTÚDIO GIZ PRODUÇÕES LTDA. - ME;;;28/11/2016; 120000,00;29/12/2016; 120000,00
DG-00.983;LUA EM CÂNCER ;PRODAV 02 - PROJETO DERIVADO;2013;06.255.414/0001-48;MARGEM CINEMA BRASIL LTDA;06.255.414/0001-48;MARGEM CINEMA BRASIL LTDA;87.809.992/0001-80;FUNDACAO PIRATINI;28/11/2016; 1008000,00;27/12/2016; 1008000,00
DG-00.995;MACABRO;PRODECINE 01;2014;01.803.185/0001-35;ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.;01.803.185/0001-35;ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.;01.803.185/0001-35;ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.;28/11/2016; 2000000,00;18/01/2018; 2000000,00
DG-00.987;MUDANÇA;SAV/MINC 03;2014;07.088.828/0001-92;RAINER CINE LTDA;07.088.828/0001-92;RAINER CINE LTDA;07.088.828/0001-92;RAINER CINE LTDA;28/11/2016; 1499346,62;13/12/2016; 1499346,62
DG-00.971;NADIR;ARRANJOS REGIONAIS;2014;21.557.420/0001-43;NOVOS OLHARES PRODUÇÕES AUDIOVISUAIS LTDA;21.557.420/0001-43;NOVOS OLHARES PRODUÇÕES AUDIOVISUAIS LTDA;;;28/11/2016; 33330,00;15/12/2016; 33330,00
DG-01.063;OS HERDEIROS;ARRANJOS REGIONAIS;2014;04.761.874/0001-12;CORTE SECO FILMES LTDA;04.761.874/0001-12;CORTE SECO FILMES LTDA;;;28/11/2016; 85504,00;20/12/2016; 85504,00
DG-01.008;PARA O MEU VIZINHO DE SONHOS;PRODAV 04;2014;10.228.818/0001-10;LUA AZUL PRODUÇÕES AUDIOVISUAIS LTDA;10.228.818/0001-10;LUA AZUL PRODUÇÕES AUDIOVISUAIS LTDA;;;28/11/2016; 70000,00;27/12/2016; 70000,00
DG-01.064;SOM, SOL & SURF;PRODAV 01;2013;04.876.666/0001-69;BOSSA PRODUÇÕES LTDA;04.876.666/0001-69;BOSSA PRODUÇÕES LTDA;;;28/11/2016; 700000,00;13/12/2016; 700000,00
DG-01.036;TERCEIRO TURNO;PRODAV 04;2014;03.766.122/0001-81;SOLAR FILMES LTDA - ME;03.766.122/0001-81;SOLAR FILMES LTDA - ME;;;28/11/2016; 120000,00;27/12/2016; 120000,00
DG-01.062;BARATA RIBEIRO 716;ARRANJOS REGIONAIS;2014;04.474.294/0001-44;TEATRO ILUSTRE PRODUÇÕES ARTÍSTICAS LTDA;04.474.294/0001-44;TEATRO ILUSTRE PRODUÇÕES ARTÍSTICAS LTDA;08.787.497/0001-41;FORTE FILMES PRODUÇÕES ARTÍSTICAS LTDA;05/12/2016; 100000,00;27/12/2016; 100000,00
DG-01.045;CASA COM PISCINA;PRODAV 04;2014;15.263.576/0001-19;LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME;15.263.576/0001-19;LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME;;;05/12/2016; 70000,00;29/12/2016; 70000,00
DG-01.114;CHAPEUZINHO DE TODAS AS CORES;PRODAV 12;2015;04.596.131/0001-34;ANIMAKING STUDIOS LTDA - EPP;04.596.131/0001-34;ANIMAKING STUDIOS LTDA - EPP;;;05/12/2016; 773500,00;27/12/2016; 773500,00
DG-01.065;CINE HOLLIÚDY 2;PRODAV 06;2015;02.008.424/0001-28;ATC ENTRETENIMENTOS LTDA.;02.008.424/0001-28;ATC ENTRETENIMENTOS LTDA.;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;05/12/2016; 2875025,15;15/12/2016; 2875025,15
DG-01.110;CONTRACAPA;PRODAV 12;2015;04.937.797/0001-09;GP7 CINEMA LTDA;04.937.797/0001-09;GP7 CINEMA LTDA;;;05/12/2016; 3718000,00;29/12/2016; 3718000,00
DG-01.095;CRIAS DE DULCINA;PRODAV 10;2015;37.981.206/0001-50;ASACINE PRODUÇÕES EIRELI;37.981.206/0001-50;ASACINE PRODUÇÕES EIRELI;;;05/12/2016; 1673100,00;24/01/2017; 1673100,00
DG-01.015;CRÔNICAS DA MORTALHA;PRODAV 04;2014;06.207.523/0001-90;PLANO GERAL PRODUÇOES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;06.207.523/0001-90;PLANO GERAL PRODUÇOES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;;;05/12/2016; 120000,00;30/01/2017; 120000,00
DG-01.086;DE QUEBRADA EM QUEBRADA;PRODAV 09;2015;02.577.651/0001-74;W.G. PRODUÇÕES E PUBLICIDADE LTDA;02.577.651/0001-74;W.G. PRODUÇÕES E PUBLICIDADE LTDA;;;05/12/2016; 2028000,00;18/01/2017; 2028000,00
