SALIC;TITULO_PROJETO;MUNICIPIO_PROPONENTE;UF_PROPONENTE;SITUACAO_REGISTRO;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;LEI_8313;ART1;ART1A;ART3;ART3A;ART39;FUNCINES;TOTAL_CAPTADO;DT_APROVACAO_CAPTACAO;DT_1_LIBERACAO
01-1986;Tropeiro Alma Sem Fronteiras;VENTANIA;PR;IRREGULAR;04.092.785/0001-20;C.H.G. CAMARGO RIBAS;0,0;180000,0;0,0;0,0;0,0;0,0;0,0;180000,0;05/11/2001;30/01/2002
10-0332;Limites Humanos (Ex - Extremos - Limites Humanos);RIO DE JANEIRO;RJ;DEFERIDO;04.098.427/0001-25;SOUL FILMES LTDA - ME;0,0;0,0;0,0;0,0;0,0;934800,0;0,0;934800,0;15/12/2010;29/06/2011
12-0253;WALACHAI - DISTRIBUIÇÃO;RIO DE JANEIRO;RJ;DEFERIDO;04.099.637/0001-38;ZILLES PRODUÇÕES CULTURAIS LTDA;0,0;0,0;72000,0;0,0;0,0;0,0;0,0;72000,0;01/10/2012;15/05/2013
08-0002;Jean Charles;SÃO PAULO;SP;DEFERIDO;04.152.993/0001-78;JÁ FILMES S/S LTDA;0,0;0,0;0,0;1862000,0;0,0;0,0;0,0;1862000,0;16/06/2008;25/09/2008
06-0089;HOMEM COMUM;SÃO PAULO;SP;DEFERIDO;04.152.993/0001-78;JÁ FILMES S/S LTDA;0,0;0,0;460000,0;0,0;0,0;0,0;0,0;460000,0;05/10/2006;01/09/2010
08-0370;O homem das multidões;NOVA LIMA;MG;DEFERIDO;04.255.207/0001-68;CINCO EM PONTO LTDA ME;0,0;0,0;1793016,86;0,0;0,0;0,0;0,0;1793016,86;04/12/2008;09/01/2012
04-0241;A ALMA DO OSSO - FINALIZAÇÃO;NOVA LIMA;MG;DEFERIDO;04.255.207/0001-68;CINCO EM PONTO LTDA ME;0,0;130000,0;50000,0;0,0;0,0;0,0;0,0;180000,0;29/10/2004;02/04/2009
05-0286;O ANDARILHO;NOVA LIMA;MG;DEFERIDO;04.255.207/0001-68;CINCO EM PONTO LTDA ME;0,0;521000,0;0,0;0,0;0,0;0,0;0,0;521000,0;01/11/2005;08/02/2006
17-0113;MAR ABERTO;RIO GRANDE;RS;IRREGULAR;04.284.301/0001-45;TW7 COMUNICAÇÕES - EIRELI;0,0;0,0;285000,0;0,0;0,0;0,0;0,0;285000,0;05/04/2017;08/01/2019
12-0029;4º BRAZILIAN FILM FESTIVAL OF LONDON / 4º FESTIVAL DE CINEMA BRASILEIRO DE LONDRES;RIO DE JANEIRO;RJ;DEFERIDO;04.303.816/0001-45;INFFINITO EVENTOS E PRODUÇÕES LTDA;858000,0;0,0;0,0;0,0;0,0;0,0;0,0;858000,0;06/06/2012;25/10/2012
11-0061;Cine Fest Brasil - Montevidéu e Buenos Aires;RIO DE JANEIRO;RJ;DEFERIDO;04.303.816/0001-45;INFFINITO EVENTOS E PRODUÇÕES LTDA;830000,0;0,0;0,0;0,0;0,0;0,0;0,0;830000,0;29/06/2011;22/11/2011
10-0500;Festival de Cinema Brasileiro de Miami e NY 2011;RIO DE JANEIRO;RJ;DEFERIDO;04.303.816/0001-45;INFFINITO EVENTOS E PRODUÇÕES LTDA;2888000,0;0,0;0,0;0,0;0,0;0,0;0,0;2888000,0;24/05/2011;28/07/2011
05-0383;1º FESTIVAL DE CINEMA BRASILEIRO DE BARCELONA;RIO DE JANEIRO;RJ;DEFERIDO;04.303.816/0001-45;INFFINITO EVENTOS E PRODUÇÕES LTDA;460513,0;0,0;0,0;0,0;0,0;0,0;0,0;460513,0;17/03/2006;05/02/2009
02-4273;Festival de Cinema Brasileiro de Miami (7°);RIO DE JANEIRO;RJ;DEFERIDO;04.303.816/0001-45;INFFINITO EVENTOS E PRODUÇÕES LTDA;300000,0;0,0;0,0;0,0;0,0;0,0;0,0;300000,0;06/05/2003;06/06/2003
09-0194;II Festival de Cinema Brasileiro em Vancouver - Cine Fest Brasil;RIO DE JANEIRO;RJ;DEFERIDO;04.303.816/0001-45;INFFINITO EVENTOS E PRODUÇÕES LTDA;745600,0;0,0;0,0;0,0;0,0;0,0;0,0;745600,0;26/06/2009;23/09/2009
10-0345;Quanto Tempo o Tempo Tem (Ex - O Tempo Perguntou ao Tempo Quanto Tempo o Tempo Tem);RIO DE JANEIRO;RJ;DEFERIDO;04.303.816/0001-45;INFFINITO EVENTOS E PRODUÇÕES LTDA;0,0;0,0;0,0;43625,59;0,0;0,0;0,0;43625,59;05/11/2010;05/04/2017
10-0159;14º Festival de Cinema Brasileiro de Miami e 8º Cine Fest Petrobras Brasil - NY;RIO DE JANEIRO;RJ;DEFERIDO;04.303.816/0001-45;INFFINITO EVENTOS E PRODUÇÕES LTDA;2430000,0;0,0;0,0;0,0;0,0;0,0;0,0;2430000,0;31/05/2010;27/10/2010
07-0447;Festival de Cinema Brasileiro de Vancouver (EX- Festival de Cinema Brasileiro de Toronto);RIO DE JANEIRO;RJ;DEFERIDO;04.303.816/0001-45;INFFINITO EVENTOS E PRODUÇÕES LTDA;400000,0;0,0;0,0;0,0;0,0;0,0;0,0;400000,0;13/03/2008;22/10/2008
06-0152;SANTOS DUMONT - O DESAFIO NO AR;RIO DE JANEIRO;RJ;DEFERIDO;04.308.584/0001-18;ARTE EM MOVIMENTO PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;467600,0;0,0;0,0;0,0;0,0;0,0;0,0;467600,0;23/06/2006;26/09/2006
02-3744;Fim de Linha (ex-Panacéia);SÃO PAULO;SP;DEFERIDO;04.310.171/0001-78;BITS PRODUÇÕES LTDA;40000,0;847924,0;60000,0;40287,71;0,0;0,0;0,0;988211,71;25/07/2002;16/02/2005
12-0298;Tito e Os Pássaros (Ex - O Surto) - ANIMAÇÃO;SÃO PAULO;SP;DEFERIDO;04.310.171/0001-78;BITS PRODUÇÕES LTDA;0,0;0,0;2100000,0;0,0;0,0;0,0;0,0;2100000,0;15/08/2012;10/08/2015
12-0018;OPERAÇÕES ESPECIAIS (EX - BOLETIM DE OCORRÊNCIA (B.O.));SÃO PAULO;SP;IRREGULAR;04.344.932/0001-02;INTRO LTDA;0,0;0,0;0,0;688546,36;2311453,62;0,0;0,0;2999999,98;23/04/2012;23/05/2013
10-0578;Resistir é Preciso;SÃO PAULO;SP;IRREGULAR;04.344.932/0001-02;INTRO LTDA;0,0;0,0;1140000,0;0,0;0,0;0,0;0,0;1140000,0;10/06/2011;23/08/2013
14-0074;CIDADE ILHADA (EX PRINCESA ANAÍRA) (EX O ADEUS DO COMANDANTE);SÃO PAULO;SP;IRREGULAR;04.344.932/0001-02;INTRO LTDA;0,0;0,0;1501657,5;0,0;0,0;0,0;0,0;1501657,5;26/02/2014;02/03/2016
13-0419;Todas as Manhãs do Mundo;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;0,0;1750000,0;0,0;0,0;0,0;1750000,0;07/11/2013;02/04/2015
13-0431;100 Anos de Seleção Brasileira (Ex - Jogo Bonito);SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;817658,14;0,0;0,0;1279999,99;0,0;2097658,13;11/11/2013;04/12/2014
13-0444;Todas as Manhãs do Mundo - O Filme;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;319152,01;0,0;810473,26;0,0;0,0;1129625,27;11/11/2013;08/06/2015
13-0193;Hora de Comer;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;500000,0;0,0;0,0;0,0;0,0;500000,0;10/06/2013;19/12/2014
13-0001;Palmeiras - O Campeão do Século;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;910000,0;0,0;0,0;0,0;0,0;910000,0;11/01/2013;31/07/2017
10-0550;12 de Junho de 1993 -O Dia da Paixão Palmeirense (Ex - 1993 - A Volta da Academia);SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;500000,0;0,0;230839,81;0,0;0,0;730839,81;09/03/2011;02/09/2013
10-0416;Na Trilha da Energia (Ex - Energia Sustentável);SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;1120000,0;0,0;0,0;0,0;0,0;1120000,0;08/12/2010;23/12/2011
11-0168;Santos: 100 Anos de Futebol Arte - O Filme (ex- 100 Anos de Santos);SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;520000,0;0,0;250000,0;0,0;0,0;770000,0;29/06/2011;19/03/2013
11-0268;México 1968 A Última Olimpíada Livre (Ex - Contadores de História);SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;0,0;0,0;800000,0;0,0;0,0;800000,0;29/09/2011;23/12/2011
16-0561;Garrincha do Timão;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;33800,0;0,0;404680,68;0,0;0,0;438480,68;14/09/2016;02/08/2017
02-3984;Ilha dos Golfinhos (A);SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;0,0;999035,01;0,0;0,0;0,0;999035,01;04/10/2002;10/03/2003
01-1942;Brasil Oceânico;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;0,0;700943,76;0,0;0,0;0,0;700943,76;20/07/2001;06/10/2001
01-1943;Atol das Rocas;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;0,0;720858,98;0,0;0,0;0,0;720858,98;20/07/2001;14/09/2001
09-0278;4 X Timão - A Conquista do Tetra (EX - 4 X Timão - A Conquista do Tetra Corinthiano);SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;92000,0;535000,0;0,0;0,0;0,0;627000,0;17/08/2009;04/01/2010
09-0414;Todo Poderoso: O Filme - 100 anos de Timão;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;0,0;535000,0;0,0;0,0;0,0;535000,0;12/03/2010;27/12/2010
09-0181;Viajantes Radicais;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;0,0;0,0;454822,47;0,0;0,0;454822,47;09/12/2009;26/04/2010
09-0025;23 Anos em 7 Segundos: 1977 - O Fim do Jejum Corinthiano;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;0,0;717500,0;0,0;0,0;0,0;717500,0;10/03/2009;24/06/2009
18-1001;CAÇADORES DOS VENTOS - NO LIMITE (EX Caçadores dos Ventos - Temporada 2);SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;1438877,58;0,0;0,0;0,0;0,0;1438877,58;19/12/2018;16/04/2020
18-0883;Homens do Caminho - Rotas Históricas Brasileiras a Cavalo - 3ª Temporada;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;1208279,64;0,0;0,0;0,0;0,0;1208279,64;30/11/2018;27/04/2022
21-0079;Onde Estiver, Estarei;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;0,0;0,0;0,0;958082,13;0,0;958082,13;12/07/2021;26/01/2023
18-0421; HOMENS DO CAMINHO - ROTAS HISTÓRICAS BRASILEIRAS NA COMPANHIA DO MANGALARGA MARCHADOR 2ª TEMPORADA ;SÃO PAULO;SP;DEFERIDO;04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI;0,0;0,0;1269722,12;0,0;0,0;0,0;0,0;1269722,12;22/08/2018;14/05/2020
17-0266;TEMPO DE BOLA (EX NOVOS VELHOS HERÓIS);RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;0,0;0,0;1596864,0;0,0;0,0;1596864,0;02/06/2017;29/09/2017
21-0112;Mundurukânia;RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;0,0;0,0;855000,0;0,0;0,0;855000,0;27/09/2021;14/06/2022
20-0008;Língua Mãe;RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;0,0;0,0;0,0;3288523,04;0,0;3288523,04;28/02/2020;09/06/2021
08-0308;Made in China (Ex - Saara);RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;1352538,0;250000,0;0,0;3000000,0;0,0;0,0;4602538,0;30/10/2008;27/02/2014
08-0209;Nomes da Moda       (Ex - Eu Uso...);RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;0,0;0,0;0,0;308100,0;0,0;308100,0;30/07/2008;03/09/2008
09-0388;Nomes da Moda - 2º Temporada;RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;0,0;0,0;0,0;394124,5;0,0;394124,5;09/12/2009;01/07/2010
06-0360;Programa Casé ;RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;79997,85;0,0;0,0;0,0;0,0;79997,85;21/03/2007;22/03/2010
16-0687;Santos = Dumont;RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;0,0;0,0;0,0;13198895,23;0,0;13198895,23;01/11/2016;05/07/2017
16-0168;CHOQUE TÉRMICO (Ex- FLIP);RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;0,0;0,0;1196859,4;0,0;0,0;1196859,4;05/05/2016;01/08/2016
14-0521;Jogos do Mundo ( ex - Jogos do Povo);RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;0,0;0,0;2240000,0;0,0;0,0;2240000,0;12/12/2014;11/06/2015
10-0480;Preamar;RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;0,0;0,0;2235422,0;11787537,64;0,0;14022959,64;23/02/2011;25/04/2011
13-0123;A Bola;RIO DE JANEIRO;RJ;DEFERIDO;04.453.786/0001-53;PINDORAMA FILMES LTDA;0,0;0,0;0,0;0,0;1398408,55;0,0;0,0;1398408,55;02/05/2013;07/06/2013
14-0447;Acqua Movie;RECIFE;PE;DEFERIDO;04.462.804/0001-63;CHÁ CINEMATOGRÁFICO LTDA.;0,0;0,0;30000,0;71778,94;100000,0;0,0;0,0;201778,94;03/11/2014;03/04/2017
12-0089;Infância (Ex - Do Fundo do Lago Escuro);RIO DE JANEIRO;RJ;DEFERIDO;04.474.294/0001-44;TEATRO ILUSTRE PRODUÇÕES ARTÍSTICAS LTDA;0,0;1000000,0;200000,0;0,0;99999,99;0,0;0,0;1299999,99;09/04/2012;10/06/2013
06-0207;Juventude    (Ex - A Última Juventude) (Ex: A ceia dos cardeais);RIO DE JANEIRO;RJ;DEFERIDO;04.474.294/0001-44;TEATRO ILUSTRE PRODUÇÕES ARTÍSTICAS LTDA;480000,0;0,0;320000,0;61365,98;0,0;0,0;0,0;861365,98;01/09/2006;22/11/2006
05-0241;CARREIRAS;RIO DE JANEIRO;RJ;DEFERIDO;04.474.294/0001-44;TEATRO ILUSTRE PRODUÇÕES ARTÍSTICAS LTDA;120000,0;0,0;30000,0;23692,06;0,0;0,0;0,0;173692,06;30/11/2005;26/06/2006
06-0300;INCURÁVEIS - COMERCIALIZAÇÃO;RIO DE JANEIRO;RJ;IRREGULAR;04.486.752/0001-65;LAVORO PRODUÇÕES ARTÍSTICAS LTDA.;100000,0;0,0;0,0;0,0;0,0;0,0;0,0;100000,0;05/10/2006;24/11/2006
10-0288;Mulheres no Poder (Ex-Saias);RIO DE JANEIRO;RJ;IRREGULAR;04.486.752/0001-65;LAVORO PRODUÇÕES ARTÍSTICAS LTDA.;0,0;47000,0;732688,0;0,0;0,0;0,0;0,0;779688,0;13/10/2010;20/09/2013
14-0311;Carol Levy Contarolando;RECIFE;PE;DEFERIDO;04.490.617/0001-93;ONOMATOPEIA IDEIAS SONORAS LTDA;0,0;0,0;0,0;0,0;650000,0;0,0;0,0;650000,0;21/08/2014;13/01/2015
16-0158;Carol Levy Cantarolando - Segunda Temporada;RECIFE;PE;DEFERIDO;04.490.617/0001-93;ONOMATOPEIA IDEIAS SONORAS LTDA;0,0;0,0;0,0;0,0;600000,0;0,0;0,0;600000,0;26/04/2016;20/07/2016
09-0363;Fernando de Noronha - Observatório da Natureza;FERNANDO DE NORONHA;PE;IRREGULAR;04.524.792/0001-54;HYDROSPHERA PRODUÇÕES LTDA.;0,0;0,0;370000,0;0,0;0,0;0,0;0,0;370000,0;15/12/2009;21/03/2012
09-0361;Atol das Rocas - Reserva Marinha;FERNANDO DE NORONHA;PE;IRREGULAR;04.524.792/0001-54;HYDROSPHERA PRODUÇÕES LTDA.;0,0;0,0;150000,0;0,0;0,0;0,0;0,0;150000,0;15/12/2009;08/09/2011
05-0043;ESTRADA REAL;BELO HORIZONTE;MG;DEFERIDO;04.547.429/0001-54;QUARTETO FILMES PRODUCOES LTDA;46439,57;0,0;0,0;0,0;0,0;300000,0;0,0;346439,57;22/07/2005;17/08/2005
04-0244;MEU NOME NÃO É JOHNNY - PRODUÇÃO;RIO DE JANEIRO;RJ;IRREGULAR;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;600000,0;1650255,0;700000,0;2654842,3;0,0;0,0;0,0;5605097,3;28/10/2004;16/10/2006
04-0192;MEU NOME NÃO É JOHNNY - DESENVOLVIMENTO;RIO DE JANEIRO;RJ;IRREGULAR;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;0,0;0,0;0,0;200000,0;0,0;0,0;0,0;200000,0;19/08/2004;21/10/2004
03-0152;REGATÃO, O SHOPPING DA SELVA;RIO DE JANEIRO;RJ;IRREGULAR;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;0,0;200000,0;0,0;0,0;0,0;0,0;0,0;200000,0;21/08/2003;03/08/2004
10-0117;Totalmente Inocentes (Ex - Os Inocentes - Produção);RIO DE JANEIRO;RJ;IRREGULAR;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;0,0;0,0;0,0;1000000,0;640000,0;0,0;0,0;1640000,0;13/05/2010;30/06/2011
16-0199;LEMBRANDO DE MIM - DESENVOLVIMENTO;RIO DE JANEIRO;RJ;IRREGULAR;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;0,0;0,0;0,0;150000,0;0,0;0,0;0,0;150000,0;18/05/2016;26/08/2016
16-0831;DEPOIS A LOUCA SOU EU;RIO DE JANEIRO;RJ;IRREGULAR;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;0,0;487843,0;0,0;2685000,0;0,0;315000,0;0,0;3487843,0;21/12/2016;22/03/2018
12-0366;Meu Passado Me Condena - O Filme;RIO DE JANEIRO;RJ;IRREGULAR;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;0,0;100000,0;100000,0;1200000,0;750000,0;0,0;0,0;2150000,0;01/10/2012;22/02/2013
14-0249;Meu Passado Me Condena 2, O Filme;RIO DE JANEIRO;RJ;IRREGULAR;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;0,0;275000,0;0,0;1500000,0;1250000,0;0,0;0,0;3025000,0;04/07/2014;13/03/2015
01-3620;Embarque Imediato (ex-Fera Enjaulada);RIO DE JANEIRO;RJ;IRREGULAR;04.557.474/0001-90;FERA FILMES LTDA.;500000,0;1075567,0;172000,0;500000,0;0,0;0,0;0,0;2247567,0;07/03/2002;22/06/2005
01-4550;Lisbela e o Prisioneiro;RIO DE JANEIRO;RJ;DEFERIDO;04.595.226/0001-33;UNS E OUTROS PRODUÇÕES E FILMES EIRELI;1150000,0;850000,0;0,0;2148071,93;0,0;0,0;0,0;4148071,93;18/06/2002;17/09/2002
03-0313;O Coronel e o Lobisomem;RIO DE JANEIRO;RJ;DEFERIDO;04.595.226/0001-33;UNS E OUTROS PRODUÇÕES E FILMES EIRELI;1300000,0;2315000,0;0,0;2979119,28;0,0;0,0;0,0;6594119,28;16/12/2003;09/06/2004
05-0097;O BEM AMADO;RIO DE JANEIRO;RJ;DEFERIDO;04.595.226/0001-33;UNS E OUTROS PRODUÇÕES E FILMES EIRELI;0,0;2501100,0;1370000,0;3000000,0;0,0;0,0;0,0;6871100,0;22/07/2005;11/12/2008
05-0284;O CORONEL E O LOBISOMEM - COMERCIALIZAÇÃO;RIO DE JANEIRO;RJ;DEFERIDO;04.595.226/0001-33;UNS E OUTROS PRODUÇÕES E FILMES EIRELI;0,0;0,0;0,0;0,0;0,0;0,0;1000000,0;1000000,0;19/10/2005;08/11/2005
06-0053;ROMANCE DE GUEL ARRAES    (EX - ROMANCE);RIO DE JANEIRO;RJ;DEFERIDO;04.595.226/0001-33;UNS E OUTROS PRODUÇÕES E FILMES EIRELI;320000,0;1000255,0;630000,0;3000000,0;0,0;0,0;0,0;4950255,0;06/04/2006;05/12/2006
08-0399;Coração Vagabundo;RIO DE JANEIRO;RJ;DEFERIDO;04.595.226/0001-33;UNS E OUTROS PRODUÇÕES E FILMES EIRELI;0,0;0,0;254000,0;200000,0;0,0;0,0;0,0;454000,0;16/12/2008;16/07/2009
09-0069;Reis e Ratos;RIO DE JANEIRO;RJ;DEFERIDO;04.595.226/0001-33;UNS E OUTROS PRODUÇÕES E FILMES EIRELI;0,0;1300000,0;0,0;2000000,0;740000,0;0,0;0,0;4040000,0;26/03/2009;20/12/2010
14-0438;Minhocas II;FLORIANÓPOLIS;SC;DEFERIDO;04.596.131/0001-34;ANIMAKING STUDIOS LTDA - EPP;0,0;0,0;1500000,0;0,0;0,0;0,0;0,0;1500000,0;04/11/2014;15/05/2017
02-4176;Um Homem Qualquer;SÃO PAULO;SP;DEFERIDO;04.610.548/0001-04;ENCRUZILHADA FILMES LTDA;0,0;887895,0;0,0;0,0;0,0;0,0;0,0;887895,0;04/12/2002;26/07/2005
15-0656;MULHERES E HOMENS DA TERRA  (EX - HOMENS DA TERRA);SÃO PAULO;SP;DEFERIDO;04.610.548/0001-04;ENCRUZILHADA FILMES LTDA;0,0;0,0;66500,0;0,0;0,0;0,0;0,0;66500,0;10/12/2015;10/04/2019
03-0098;SIRI-ARÁ;FORTALEZA;CE;DEFERIDO;04.614.433/0001-98;ILUMINURA CINEMA E MULTIMIDIA LTDA;0,0;400000,0;0,0;0,0;0,0;0,0;0,0;400000,0;29/08/2003;14/05/2007
10-0334;Piadeiros;SÃO PAULO;SP;DEFERIDO;04.650.621/0001-71;MIRA FILMES LTDA - ME;0,0;0,0;649447,99;0,0;0,0;0,0;0,0;649447,99;21/06/2011;17/05/2013
14-0528;ELA E EU (EX Antes Tarde do Que Nunca);SÃO PAULO;SP;DEFERIDO;04.650.621/0001-71;MIRA FILMES LTDA - ME;0,0;0,0;500511,83;2999999,7;0,0;0,0;0,0;3500511,53;16/12/2014;23/08/2016
15-0727;CORA (Ex- Antonio);SÃO PAULO;SP;DEFERIDO;04.650.621/0001-71;MIRA FILMES LTDA - ME;0,0;0,0;500000,0;0,0;0,0;0,0;0,0;500000,0;23/12/2015;08/06/2017
20-0005;MOSTRA DE SÃO PAULO: UMA BIOGRAFIA;SÃO PAULO;SP;DEFERIDO;04.650.621/0001-71;MIRA FILMES LTDA - ME;0,0;0,0;0,0;0,0;0,0;1708943,2;0,0;1708943,2;31/01/2020;13/08/2021
21-0067;Salvadores de Marias;SÃO PAULO;SP;DEFERIDO;04.650.621/0001-71;MIRA FILMES LTDA - ME;0,0;0,0;80000,0;0,0;0,0;0,0;0,0;80000,0;01/07/2021;26/07/2022
21-0077;Carlinhos Brown, Batuque Ancestral;RIO DE JANEIRO;RJ;DEFERIDO;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;0,0;1503591,81;0,0;1503591,81;12/07/2021;12/05/2022
20-0118;O OUTRO LADO DA MOEDA;RIO DE JANEIRO;RJ;DEFERIDO;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;0,0;0,0;1000000,0;0,0;0,0;0,0;0,0;1000000,0;18/12/2020;03/11/2021
20-0078;Meninas de Realengo;RIO DE JANEIRO;RJ;DEFERIDO;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;0,0;1817464,31;0,0;1817464,31;28/05/2020;30/03/2021
21-0128;O PRESIDENTE IMPROVÁVEL;RIO DE JANEIRO;RJ;DEFERIDO;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;0,0;0,0;3075650,0;0,0;0,0;0,0;0,0;3075650,0;08/11/2021;24/10/2022
17-0204;APENAS MENINAS;RIO DE JANEIRO;RJ;DEFERIDO;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;0,0;788622,07;0,0;788622,07;15/05/2017;31/08/2017
18-0396;Revolta dos Malês;RIO DE JANEIRO;RJ;DEFERIDO;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;0,0;0,0;350000,0;0,0;0,0;0,0;0,0;350000,0;27/06/2018;27/08/2020
14-0513;Jungle Pilot;RIO DE JANEIRO;RJ;DEFERIDO;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;0,0;0,0;105000,0;0,0;3000000,0;0,0;0,0;3105000,0;12/12/2014;28/11/2017
15-0078;NAZINHA, OLHAI POR NÓS (EX NAZINHA);RIO DE JANEIRO;RJ;DEFERIDO;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;19/03/2015;24/05/2018
13-0538;Lila;RIO DE JANEIRO;RJ;DEFERIDO;04.661.796/0001-84;GIROS PROJETOS AUDIOVISUAIS LTDA;0,0;0,0;100000,0;0,0;0,0;0,0;0,0;100000,0;20/01/2014;17/09/2015
